cohort_id,court_establishment,case_type,act_section_bucket,filing_year_bucket,current_stage,cohort_size,median_days_in_stage,p75_days_in_stage,p90_days_in_stage,data_label
COHORT_2091,KERALA_DC_01,MACA,MOTOR_ACCIDENT,2024,Summons / Appearance,1,322,322,322,SYNTHETIC_AUGMENTED
COHORT_2092,KERALA_DC_01,WP_C,WRIT_GENERAL,2018,Final Arguments / Judgment,1,180,180,180,SYNTHETIC_AUGMENTED
COHORT_2093,KERALA_DC_01,WP_C,WRIT_GENERAL,2018,Summons / Appearance,2,248.0,140,140,SYNTHETIC_AUGMENTED
COHORT_2094,KERALA_DC_01,WP_C,WRIT_GENERAL,2020,Evidence / Argument,3,181,181,181,SYNTHETIC_AUGMENTED
COHORT_2095,KERALA_DC_01,WP_C,WRIT_GENERAL,2020,Final Arguments / Judgment,2,53.5,28,28,SYNTHETIC_AUGMENTED
COHORT_2096,KERALA_DC_01,WP_C,WRIT_GENERAL,2020,Pleadings / Issues,2,185.5,128,128,SYNTHETIC_AUGMENTED
COHORT_2097,KERALA_DC_01,WP_C,WRIT_GENERAL,2020,Summons / Appearance,5,114,183,183,SYNTHETIC_AUGMENTED
COHORT_2098,KERALA_DC_01,WP_C,WRIT_GENERAL,2022,Evidence / Argument,6,164.0,171,255,SYNTHETIC_AUGMENTED
COHORT_2099,KERALA_DC_01,WP_C,WRIT_GENERAL,2022,Filing / Registration,1,32,32,32,SYNTHETIC_AUGMENTED
COHORT_2100,KERALA_DC_01,WP_C,WRIT_GENERAL,2022,Final Arguments / Judgment,3,42,42,42,SYNTHETIC_AUGMENTED
COHORT_2101,KERALA_DC_01,WP_C,WRIT_GENERAL,2022,Pleadings / Issues,4,149.5,155,155,SYNTHETIC_AUGMENTED
COHORT_2102,KERALA_DC_01,WP_C,WRIT_GENERAL,2022,Summons / Appearance,8,78.5,167,168,SYNTHETIC_AUGMENTED
COHORT_2103,KERALA_DC_01,WP_C,WRIT_GENERAL,2024,Evidence / Argument,2,276.0,126,126,SYNTHETIC_AUGMENTED
COHORT_2104,KERALA_DC_01,WP_C,WRIT_GENERAL,2024,Filing / Registration,1,12,12,12,SYNTHETIC_AUGMENTED
COHORT_2105,KERALA_DC_01,WP_C,WRIT_GENERAL,2024,Final Arguments / Judgment,2,61.5,53,53,SYNTHETIC_AUGMENTED
COHORT_2106,KERALA_DC_01,WP_C,WRIT_GENERAL,2024,Pleadings / Issues,5,93,94,94,SYNTHETIC_AUGMENTED
COHORT_2107,KERALA_DC_01,WP_C,WRIT_GENERAL,2024,Summons / Appearance,5,89,94,94,SYNTHETIC_AUGMENTED
COHORT_2108,KERALA_DC_02,BA,BAIL_GENERAL,2018,Evidence / Argument,3,153,153,153,SYNTHETIC_AUGMENTED
COHORT_2109,KERALA_DC_02,BA,BAIL_GENERAL,2018,Final Arguments / Judgment,1,49,49,49,SYNTHETIC_AUGMENTED
COHORT_2110,KERALA_DC_02,BA,BAIL_GENERAL,2018,Summons / Appearance,2,193.5,106,106,SYNTHETIC_AUGMENTED
COHORT_2111,KERALA_DC_02,BA,BAIL_GENERAL,2020,Final Arguments / Judgment,6,122.5,161,169,SYNTHETIC_AUGMENTED
COHORT_2112,KERALA_DC_02,BA,BAIL_GENERAL,2020,Pleadings / Issues,1,163,163,163,SYNTHETIC_AUGMENTED
COHORT_2113,KERALA_DC_02,BA,BAIL_GENERAL,2020,Summons / Appearance,7,166,185,201,SYNTHETIC_AUGMENTED
COHORT_2114,KERALA_DC_02,BA,BAIL_GENERAL,2022,Evidence / Argument,6,344.0,358,400,SYNTHETIC_AUGMENTED
COHORT_2115,KERALA_DC_02,BA,BAIL_GENERAL,2022,Filing / Registration,6,14.5,15,17,SYNTHETIC_AUGMENTED
COHORT_2116,KERALA_DC_02,BA,BAIL_GENERAL,2022,Final Arguments / Judgment,5,82,88,88,SYNTHETIC_AUGMENTED
COHORT_2117,KERALA_DC_02,BA,BAIL_GENERAL,2022,Pleadings / Issues,8,117.0,143,218,SYNTHETIC_AUGMENTED
COHORT_2118,KERALA_DC_02,BA,BAIL_GENERAL,2022,Summons / Appearance,10,113.0,146,191,SYNTHETIC_AUGMENTED
COHORT_2119,KERALA_DC_02,BA,BAIL_GENERAL,2024,Evidence / Argument,4,119.0,120,120,SYNTHETIC_AUGMENTED
COHORT_2120,KERALA_DC_02,BA,BAIL_GENERAL,2024,Filing / Registration,1,16,16,16,SYNTHETIC_AUGMENTED
COHORT_2121,KERALA_DC_02,BA,BAIL_GENERAL,2024,Final Arguments / Judgment,3,75,75,75,SYNTHETIC_AUGMENTED
COHORT_2122,KERALA_DC_02,BA,BAIL_GENERAL,2024,Pleadings / Issues,3,123,123,123,SYNTHETIC_AUGMENTED
COHORT_2123,KERALA_DC_02,CRL_A,CRIMINAL_APPEAL,2018,Summons / Appearance,2,56.5,50,50,SYNTHETIC_AUGMENTED
COHORT_2124,KERALA_DC_02,CRL_A,CRIMINAL_APPEAL,2020,Evidence / Argument,7,224,297,413,SYNTHETIC_AUGMENTED
COHORT_2125,KERALA_DC_02,CRL_A,CRIMINAL_APPEAL,2020,Pleadings / Issues,5,88,129,129,SYNTHETIC_AUGMENTED
COHORT_2126,KERALA_DC_02,CRL_A,CRIMINAL_APPEAL,2020,Summons / Appearance,7,75,146,168,SYNTHETIC_AUGMENTED
COHORT_2127,KERALA_DC_02,CRL_A,CRIMINAL_APPEAL,2022,Evidence / Argument,10,154.5,213,316,SYNTHETIC_AUGMENTED
COHORT_2128,KERALA_DC_02,CRL_A,CRIMINAL_APPEAL,2022,Filing / Registration,1,23,23,23,SYNTHETIC_AUGMENTED
COHORT_2129,KERALA_DC_02,CRL_A,CRIMINAL_APPEAL,2022,Final Arguments / Judgment,9,60,91,142,SYNTHETIC_AUGMENTED
COHORT_2130,KERALA_DC_02,CRL_A,CRIMINAL_APPEAL,2022,Pleadings / Issues,2,102.5,87,87,SYNTHETIC_AUGMENTED
COHORT_2131,KERALA_DC_02,CRL_A,CRIMINAL_APPEAL,2022,Summons / Appearance,8,86.5,195,304,SYNTHETIC_AUGMENTED
COHORT_2132,KERALA_DC_02,CRL_A,CRIMINAL_APPEAL,2024,Evidence / Argument,2,195.0,152,152,SYNTHETIC_AUGMENTED
COHORT_2133,KERALA_DC_02,CRL_A,CRIMINAL_APPEAL,2024,Filing / Registration,2,14.5,14,14,SYNTHETIC_AUGMENTED
COHORT_2134,KERALA_DC_02,CRL_A,CRIMINAL_APPEAL,2024,Final Arguments / Judgment,2,86.5,65,65,SYNTHETIC_AUGMENTED
COHORT_2135,KERALA_DC_02,CRL_A,CRIMINAL_APPEAL,2024,Pleadings / Issues,2,137.0,84,84,SYNTHETIC_AUGMENTED
COHORT_2136,KERALA_DC_02,CRL_A,CRIMINAL_APPEAL,2024,Summons / Appearance,2,98.5,26,26,SYNTHETIC_AUGMENTED
COHORT_2137,KERALA_DC_02,CS,CPC_GENERAL,2018,Final Arguments / Judgment,1,72,72,72,SYNTHETIC_AUGMENTED
COHORT_2138,KERALA_DC_02,CS,CPC_GENERAL,2018,Summons / Appearance,2,162.5,50,50,SYNTHETIC_AUGMENTED
COHORT_2139,KERALA_DC_02,CS,CPC_GENERAL,2020,Evidence / Argument,2,159.5,157,157,SYNTHETIC_AUGMENTED
COHORT_2140,KERALA_DC_02,CS,CPC_GENERAL,2020,Final Arguments / Judgment,2,78.5,59,59,SYNTHETIC_AUGMENTED
COHORT_2141,KERALA_DC_02,CS,CPC_GENERAL,2020,Pleadings / Issues,5,115,211,211,SYNTHETIC_AUGMENTED
COHORT_2142,KERALA_DC_02,CS,CPC_GENERAL,2020,Summons / Appearance,9,188,247,281,SYNTHETIC_AUGMENTED
COHORT_2143,KERALA_DC_02,CS,CPC_GENERAL,2022,Evidence / Argument,6,145.0,150,154,SYNTHETIC_AUGMENTED
COHORT_2144,KERALA_DC_02,CS,CPC_GENERAL,2022,Filing / Registration,3,12,12,12,SYNTHETIC_AUGMENTED
COHORT_2145,KERALA_DC_02,CS,CPC_GENERAL,2022,Final Arguments / Judgment,4,59.5,67,67,SYNTHETIC_AUGMENTED
COHORT_2146,KERALA_DC_02,CS,CPC_GENERAL,2022,Pleadings / Issues,8,92.5,119,162,SYNTHETIC_AUGMENTED
COHORT_2147,KERALA_DC_02,CS,CPC_GENERAL,2022,Summons / Appearance,16,67.5,204,300,SYNTHETIC_AUGMENTED
COHORT_2148,KERALA_DC_02,CS,CPC_GENERAL,2024,Evidence / Argument,3,173,173,173,SYNTHETIC_AUGMENTED
COHORT_2149,KERALA_DC_02,CS,CPC_GENERAL,2024,Filing / Registration,2,13.0,12,12,SYNTHETIC_AUGMENTED
COHORT_2150,KERALA_DC_02,CS,CPC_GENERAL,2024,Final Arguments / Judgment,3,64,64,64,SYNTHETIC_AUGMENTED
COHORT_2151,KERALA_DC_02,CS,CPC_GENERAL,2024,Pleadings / Issues,2,90.0,48,48,SYNTHETIC_AUGMENTED
COHORT_2152,KERALA_DC_02,CS,CPC_GENERAL,2024,Summons / Appearance,3,79,79,79,SYNTHETIC_AUGMENTED
COHORT_2153,KERALA_DC_02,MACA,MOTOR_ACCIDENT,2018,Summons / Appearance,1,376,376,376,SYNTHETIC_AUGMENTED
COHORT_2154,KERALA_DC_02,MACA,MOTOR_ACCIDENT,2020,Evidence / Argument,1,187,187,187,SYNTHETIC_AUGMENTED
COHORT_2155,KERALA_DC_02,MACA,MOTOR_ACCIDENT,2020,Pleadings / Issues,1,109,109,109,SYNTHETIC_AUGMENTED
COHORT_2156,KERALA_DC_02,MACA,MOTOR_ACCIDENT,2022,Evidence / Argument,2,224.5,177,177,SYNTHETIC_AUGMENTED
COHORT_2157,KERALA_DC_02,MACA,MOTOR_ACCIDENT,2022,Filing / Registration,1,22,22,22,SYNTHETIC_AUGMENTED
COHORT_2158,KERALA_DC_02,MACA,MOTOR_ACCIDENT,2022,Final Arguments / Judgment,2,114.5,37,37,SYNTHETIC_AUGMENTED
COHORT_2159,KERALA_DC_02,MACA,MOTOR_ACCIDENT,2022,Pleadings / Issues,2,71.5,55,55,SYNTHETIC_AUGMENTED
COHORT_2160,KERALA_DC_02,MACA,MOTOR_ACCIDENT,2022,Summons / Appearance,3,100,100,100,SYNTHETIC_AUGMENTED
COHORT_2161,KERALA_DC_02,MACA,MOTOR_ACCIDENT,2024,Evidence / Argument,1,124,124,124,SYNTHETIC_AUGMENTED
COHORT_2162,KERALA_DC_02,MACA,MOTOR_ACCIDENT,2024,Filing / Registration,1,52,52,52,SYNTHETIC_AUGMENTED
COHORT_2163,KERALA_DC_02,MACA,MOTOR_ACCIDENT,2024,Final Arguments / Judgment,1,58,58,58,SYNTHETIC_AUGMENTED
COHORT_2164,KERALA_DC_02,WP_C,WRIT_GENERAL,2018,Pleadings / Issues,1,5,5,5,SYNTHETIC_AUGMENTED
COHORT_2165,KERALA_DC_02,WP_C,WRIT_GENERAL,2020,Evidence / Argument,2,306.5,281,281,SYNTHETIC_AUGMENTED
COHORT_2166,KERALA_DC_02,WP_C,WRIT_GENERAL,2020,Filing / Registration,1,11,11,11,SYNTHETIC_AUGMENTED
COHORT_2167,KERALA_DC_02,WP_C,WRIT_GENERAL,2020,Pleadings / Issues,1,67,67,67,SYNTHETIC_AUGMENTED
COHORT_2168,KERALA_DC_02,WP_C,WRIT_GENERAL,2022,Evidence / Argument,5,200,206,206,SYNTHETIC_AUGMENTED
COHORT_2169,KERALA_DC_02,WP_C,WRIT_GENERAL,2022,Filing / Registration,2,14.5,14,14,SYNTHETIC_AUGMENTED
COHORT_2170,KERALA_DC_02,WP_C,WRIT_GENERAL,2022,Final Arguments / Judgment,7,56,56,58,SYNTHETIC_AUGMENTED
COHORT_2171,KERALA_DC_02,WP_C,WRIT_GENERAL,2022,Pleadings / Issues,7,117,126,129,SYNTHETIC_AUGMENTED
COHORT_2172,KERALA_DC_02,WP_C,WRIT_GENERAL,2022,Summons / Appearance,10,75.5,88,125,SYNTHETIC_AUGMENTED
COHORT_2173,KERALA_DC_02,WP_C,WRIT_GENERAL,2024,Evidence / Argument,1,52,52,52,SYNTHETIC_AUGMENTED
COHORT_2174,KERALA_DC_02,WP_C,WRIT_GENERAL,2024,Filing / Registration,1,6,6,6,SYNTHETIC_AUGMENTED
COHORT_2175,KERALA_DC_02,WP_C,WRIT_GENERAL,2024,Final Arguments / Judgment,2,121.0,36,36,SYNTHETIC_AUGMENTED
COHORT_2176,KERALA_DC_02,WP_C,WRIT_GENERAL,2024,Pleadings / Issues,1,118,118,118,SYNTHETIC_AUGMENTED
COHORT_2177,KERALA_DC_02,WP_C,WRIT_GENERAL,2024,Summons / Appearance,4,150.5,179,179,SYNTHETIC_AUGMENTED
COHORT_2178,KERALA_DC_03,BA,BAIL_GENERAL,2018,Evidence / Argument,1,447,447,447,SYNTHETIC_AUGMENTED
COHORT_2179,KERALA_DC_03,BA,BAIL_GENERAL,2018,Final Arguments / Judgment,1,82,82,82,SYNTHETIC_AUGMENTED
COHORT_2180,KERALA_DC_03,BA,BAIL_GENERAL,2018,Pleadings / Issues,1,96,96,96,SYNTHETIC_AUGMENTED
COHORT_2181,KERALA_DC_03,BA,BAIL_GENERAL,2018,Summons / Appearance,2,194.0,140,140,SYNTHETIC_AUGMENTED
COHORT_2182,KERALA_DC_03,BA,BAIL_GENERAL,2020,Evidence / Argument,9,186,204,270,SYNTHETIC_AUGMENTED
COHORT_2183,KERALA_DC_03,BA,BAIL_GENERAL,2020,Filing / Registration,4,23.0,35,35,SYNTHETIC_AUGMENTED
COHORT_2184,KERALA_DC_03,BA,BAIL_GENERAL,2020,Pleadings / Issues,4,115.5,147,147,SYNTHETIC_AUGMENTED
COHORT_2185,KERALA_DC_03,BA,BAIL_GENERAL,2020,Summons / Appearance,7,79,116,171,SYNTHETIC_AUGMENTED
COHORT_2186,KERALA_DC_03,BA,BAIL_GENERAL,2022,Evidence / Argument,3,304,304,304,SYNTHETIC_AUGMENTED
COHORT_2187,KERALA_DC_03,BA,BAIL_GENERAL,2022,Filing / Registration,3,18,18,18,SYNTHETIC_AUGMENTED
COHORT_2188,KERALA_DC_03,BA,BAIL_GENERAL,2022,Final Arguments / Judgment,2,61.0,57,57,SYNTHETIC_AUGMENTED
COHORT_2189,KERALA_DC_03,BA,BAIL_GENERAL,2022,Pleadings / Issues,12,109.0,140,170,SYNTHETIC_AUGMENTED
COHORT_2190,KERALA_DC_03,BA,BAIL_GENERAL,2022,Summons / Appearance,16,83.0,156,206,SYNTHETIC_AUGMENTED
COHORT_2191,KERALA_DC_03,BA,BAIL_GENERAL,2024,Evidence / Argument,3,294,294,294,SYNTHETIC_AUGMENTED
COHORT_2192,KERALA_DC_03,BA,BAIL_GENERAL,2024,Final Arguments / Judgment,4,50.0,54,54,SYNTHETIC_AUGMENTED
COHORT_2193,KERALA_DC_03,BA,BAIL_GENERAL,2024,Pleadings / Issues,5,112,128,128,SYNTHETIC_AUGMENTED
COHORT_2194,KERALA_DC_03,BA,BAIL_GENERAL,2024,Summons / Appearance,7,105,206,225,SYNTHETIC_AUGMENTED
COHORT_2195,KERALA_DC_03,CRL_A,CRIMINAL_APPEAL,2018,Evidence / Argument,1,376,376,376,SYNTHETIC_AUGMENTED
COHORT_2196,KERALA_DC_03,CRL_A,CRIMINAL_APPEAL,2018,Summons / Appearance,1,75,75,75,SYNTHETIC_AUGMENTED
COHORT_2197,KERALA_DC_03,CRL_A,CRIMINAL_APPEAL,2020,Evidence / Argument,2,139.0,59,59,SYNTHETIC_AUGMENTED
COHORT_2198,KERALA_DC_03,CRL_A,CRIMINAL_APPEAL,2020,Final Arguments / Judgment,3,60,60,60,SYNTHETIC_AUGMENTED
COHORT_2199,KERALA_DC_03,CRL_A,CRIMINAL_APPEAL,2020,Pleadings / Issues,2,57.0,27,27,SYNTHETIC_AUGMENTED
COHORT_2200,KERALA_DC_03,CRL_A,CRIMINAL_APPEAL,2020,Summons / Appearance,3,140,140,140,SYNTHETIC_AUGMENTED
COHORT_2201,KERALA_DC_03,CRL_A,CRIMINAL_APPEAL,2022,Evidence / Argument,4,203.0,226,226,SYNTHETIC_AUGMENTED
COHORT_2202,KERALA_DC_03,CRL_A,CRIMINAL_APPEAL,2022,Filing / Registration,2,10.5,8,8,SYNTHETIC_AUGMENTED
COHORT_2203,KERALA_DC_03,CRL_A,CRIMINAL_APPEAL,2022,Final Arguments / Judgment,3,100,100,100,SYNTHETIC_AUGMENTED
COHORT_2204,KERALA_DC_03,CRL_A,CRIMINAL_APPEAL,2022,Pleadings / Issues,4,113.5,118,118,SYNTHETIC_AUGMENTED
COHORT_2205,KERALA_DC_03,CRL_A,CRIMINAL_APPEAL,2022,Summons / Appearance,10,149.5,170,334,SYNTHETIC_AUGMENTED
COHORT_2206,KERALA_DC_03,CRL_A,CRIMINAL_APPEAL,2024,Evidence / Argument,1,91,91,91,SYNTHETIC_AUGMENTED
COHORT_2207,KERALA_DC_03,CRL_A,CRIMINAL_APPEAL,2024,Final Arguments / Judgment,1,84,84,84,SYNTHETIC_AUGMENTED
COHORT_2208,KERALA_DC_03,CRL_A,CRIMINAL_APPEAL,2024,Pleadings / Issues,5,82,96,96,SYNTHETIC_AUGMENTED
COHORT_2209,KERALA_DC_03,CRL_A,CRIMINAL_APPEAL,2024,Summons / Appearance,1,304,304,304,SYNTHETIC_AUGMENTED
COHORT_2210,KERALA_DC_03,CS,CPC_GENERAL,2018,Evidence / Argument,1,94,94,94,SYNTHETIC_AUGMENTED
COHORT_2211,KERALA_DC_03,CS,CPC_GENERAL,2018,Pleadings / Issues,2,111.0,67,67,SYNTHETIC_AUGMENTED
COHORT_2212,KERALA_DC_03,CS,CPC_GENERAL,2018,Summons / Appearance,2,73.5,59,59,SYNTHETIC_AUGMENTED
COHORT_2213,KERALA_DC_03,CS,CPC_GENERAL,2020,Evidence / Argument,4,239.5,277,277,SYNTHETIC_AUGMENTED
COHORT_2214,KERALA_DC_03,CS,CPC_GENERAL,2020,Filing / Registration,1,21,21,21,SYNTHETIC_AUGMENTED
COHORT_2215,KERALA_DC_03,CS,CPC_GENERAL,2020,Pleadings / Issues,5,122,154,154,SYNTHETIC_AUGMENTED
COHORT_2216,KERALA_DC_03,CS,CPC_GENERAL,2020,Summons / Appearance,3,87,87,87,SYNTHETIC_AUGMENTED
COHORT_2217,KERALA_DC_03,CS,CPC_GENERAL,2022,Evidence / Argument,10,164.5,194,259,SYNTHETIC_AUGMENTED
COHORT_2218,KERALA_DC_03,CS,CPC_GENERAL,2022,Final Arguments / Judgment,3,47,47,47,SYNTHETIC_AUGMENTED
COHORT_2219,KERALA_DC_03,CS,CPC_GENERAL,2022,Pleadings / Issues,7,81,89,100,SYNTHETIC_AUGMENTED
COHORT_2220,KERALA_DC_03,CS,CPC_GENERAL,2022,Summons / Appearance,14,95.5,105,176,SYNTHETIC_AUGMENTED
COHORT_2221,KERALA_DC_03,CS,CPC_GENERAL,2024,Evidence / Argument,2,270.5,76,76,SYNTHETIC_AUGMENTED
COHORT_2222,KERALA_DC_03,CS,CPC_GENERAL,2024,Filing / Registration,1,19,19,19,SYNTHETIC_AUGMENTED
COHORT_2223,KERALA_DC_03,CS,CPC_GENERAL,2024,Final Arguments / Judgment,2,66.0,39,39,SYNTHETIC_AUGMENTED
COHORT_2224,KERALA_DC_03,CS,CPC_GENERAL,2024,Pleadings / Issues,6,125.5,128,203,SYNTHETIC_AUGMENTED
COHORT_2225,KERALA_DC_03,CS,CPC_GENERAL,2024,Summons / Appearance,5,105,132,132,SYNTHETIC_AUGMENTED
COHORT_2226,KERALA_DC_03,MACA,MOTOR_ACCIDENT,2018,Filing / Registration,1,5,5,5,SYNTHETIC_AUGMENTED
COHORT_2227,KERALA_DC_03,MACA,MOTOR_ACCIDENT,2018,Summons / Appearance,1,130,130,130,SYNTHETIC_AUGMENTED
COHORT_2228,KERALA_DC_03,MACA,MOTOR_ACCIDENT,2020,Final Arguments / Judgment,1,125,125,125,SYNTHETIC_AUGMENTED
COHORT_2229,KERALA_DC_03,MACA,MOTOR_ACCIDENT,2022,Evidence / Argument,1,439,439,439,SYNTHETIC_AUGMENTED
COHORT_2230,KERALA_DC_03,MACA,MOTOR_ACCIDENT,2022,Pleadings / Issues,1,81,81,81,SYNTHETIC_AUGMENTED
COHORT_2231,KERALA_DC_03,MACA,MOTOR_ACCIDENT,2022,Summons / Appearance,1,39,39,39,SYNTHETIC_AUGMENTED
COHORT_2232,KERALA_DC_03,MACA,MOTOR_ACCIDENT,2024,Final Arguments / Judgment,2,60.5,43,43,SYNTHETIC_AUGMENTED
COHORT_2233,KERALA_DC_03,MACA,MOTOR_ACCIDENT,2024,Pleadings / Issues,1,84,84,84,SYNTHETIC_AUGMENTED
COHORT_2234,KERALA_DC_03,MACA,MOTOR_ACCIDENT,2024,Summons / Appearance,2,216.0,35,35,SYNTHETIC_AUGMENTED
COHORT_2235,KERALA_DC_03,WP_C,WRIT_GENERAL,2018,Summons / Appearance,2,148.5,122,122,SYNTHETIC_AUGMENTED
COHORT_2236,KERALA_DC_03,WP_C,WRIT_GENERAL,2020,Evidence / Argument,3,150,150,150,SYNTHETIC_AUGMENTED
COHORT_2237,KERALA_DC_03,WP_C,WRIT_GENERAL,2020,Pleadings / Issues,1,91,91,91,SYNTHETIC_AUGMENTED
COHORT_2238,KERALA_DC_03,WP_C,WRIT_GENERAL,2020,Summons / Appearance,4,77.5,80,80,SYNTHETIC_AUGMENTED
COHORT_2239,KERALA_DC_03,WP_C,WRIT_GENERAL,2022,Evidence / Argument,4,186.5,193,193,SYNTHETIC_AUGMENTED
COHORT_2240,KERALA_DC_03,WP_C,WRIT_GENERAL,2022,Filing / Registration,1,20,20,20,SYNTHETIC_AUGMENTED
COHORT_2241,KERALA_DC_03,WP_C,WRIT_GENERAL,2022,Final Arguments / Judgment,4,50.5,53,53,SYNTHETIC_AUGMENTED
COHORT_2242,KERALA_DC_03,WP_C,WRIT_GENERAL,2022,Pleadings / Issues,6,137.0,149,203,SYNTHETIC_AUGMENTED
COHORT_2243,KERALA_DC_03,WP_C,WRIT_GENERAL,2022,Summons / Appearance,4,39.5,41,41,SYNTHETIC_AUGMENTED
COHORT_2244,KERALA_DC_03,WP_C,WRIT_GENERAL,2024,Evidence / Argument,1,265,265,265,SYNTHETIC_AUGMENTED
COHORT_2245,KERALA_DC_03,WP_C,WRIT_GENERAL,2024,Final Arguments / Judgment,2,75.0,54,54,SYNTHETIC_AUGMENTED
COHORT_2246,KERALA_DC_03,WP_C,WRIT_GENERAL,2024,Pleadings / Issues,1,53,53,53,SYNTHETIC_AUGMENTED
COHORT_2247,KERALA_DC_03,WP_C,WRIT_GENERAL,2024,Summons / Appearance,5,65,139,139,SYNTHETIC_AUGMENTED
COHORT_2248,KERALA_DC_04,BA,BAIL_GENERAL,2018,Evidence / Argument,3,226,226,226,SYNTHETIC_AUGMENTED
COHORT_2249,KERALA_DC_04,BA,BAIL_GENERAL,2018,Final Arguments / Judgment,2,44.0,39,39,SYNTHETIC_AUGMENTED
COHORT_2250,KERALA_DC_04,BA,BAIL_GENERAL,2018,Pleadings / Issues,4,79.0,113,113,SYNTHETIC_AUGMENTED
COHORT_2251,KERALA_DC_04,BA,BAIL_GENERAL,2018,Summons / Appearance,1,63,63,63,SYNTHETIC_AUGMENTED
COHORT_2252,KERALA_DC_04,BA,BAIL_GENERAL,2020,Evidence / Argument,3,362,362,362,SYNTHETIC_AUGMENTED
COHORT_2253,KERALA_DC_04,BA,BAIL_GENERAL,2020,Filing / Registration,3,25,25,25,SYNTHETIC_AUGMENTED
COHORT_2254,KERALA_DC_04,BA,BAIL_GENERAL,2020,Final Arguments / Judgment,5,155,156,156,SYNTHETIC_AUGMENTED
COHORT_2255,KERALA_DC_04,BA,BAIL_GENERAL,2020,Pleadings / Issues,5,93,171,171,SYNTHETIC_AUGMENTED
COHORT_2256,KERALA_DC_04,BA,BAIL_GENERAL,2020,Summons / Appearance,6,57.5,61,224,SYNTHETIC_AUGMENTED
COHORT_2257,KERALA_DC_04,BA,BAIL_GENERAL,2022,Evidence / Argument,8,216.5,346,437,SYNTHETIC_AUGMENTED
COHORT_2258,KERALA_DC_04,BA,BAIL_GENERAL,2022,Filing / Registration,4,16.0,16,16,SYNTHETIC_AUGMENTED
COHORT_2259,KERALA_DC_04,BA,BAIL_GENERAL,2022,Final Arguments / Judgment,5,53,56,56,SYNTHETIC_AUGMENTED
COHORT_2260,KERALA_DC_04,BA,BAIL_GENERAL,2022,Pleadings / Issues,5,85,157,157,SYNTHETIC_AUGMENTED
COHORT_2261,KERALA_DC_04,BA,BAIL_GENERAL,2022,Summons / Appearance,8,140.0,385,399,SYNTHETIC_AUGMENTED
COHORT_2262,KERALA_DC_04,BA,BAIL_GENERAL,2024,Evidence / Argument,3,311,311,311,SYNTHETIC_AUGMENTED
COHORT_2263,KERALA_DC_04,BA,BAIL_GENERAL,2024,Filing / Registration,2,12.0,11,11,SYNTHETIC_AUGMENTED
COHORT_2264,KERALA_DC_04,BA,BAIL_GENERAL,2024,Pleadings / Issues,3,95,95,95,SYNTHETIC_AUGMENTED
COHORT_2265,KERALA_DC_04,BA,BAIL_GENERAL,2024,Summons / Appearance,7,122,122,301,SYNTHETIC_AUGMENTED
COHORT_2266,KERALA_DC_04,CRL_A,CRIMINAL_APPEAL,2018,Evidence / Argument,1,349,349,349,SYNTHETIC_AUGMENTED
COHORT_2267,KERALA_DC_04,CRL_A,CRIMINAL_APPEAL,2018,Filing / Registration,1,18,18,18,SYNTHETIC_AUGMENTED
COHORT_2268,KERALA_DC_04,CRL_A,CRIMINAL_APPEAL,2020,Evidence / Argument,2,258.0,192,192,SYNTHETIC_AUGMENTED
COHORT_2269,KERALA_DC_04,CRL_A,CRIMINAL_APPEAL,2020,Final Arguments / Judgment,1,68,68,68,SYNTHETIC_AUGMENTED
COHORT_2270,KERALA_DC_04,CRL_A,CRIMINAL_APPEAL,2020,Pleadings / Issues,1,289,289,289,SYNTHETIC_AUGMENTED
COHORT_2271,KERALA_DC_04,CRL_A,CRIMINAL_APPEAL,2020,Summons / Appearance,4,126.5,196,196,SYNTHETIC_AUGMENTED
COHORT_2272,KERALA_DC_04,CRL_A,CRIMINAL_APPEAL,2022,Evidence / Argument,6,268.5,310,338,SYNTHETIC_AUGMENTED
COHORT_2273,KERALA_DC_04,CRL_A,CRIMINAL_APPEAL,2022,Filing / Registration,1,17,17,17,SYNTHETIC_AUGMENTED
COHORT_2274,KERALA_DC_04,CRL_A,CRIMINAL_APPEAL,2022,Final Arguments / Judgment,1,71,71,71,SYNTHETIC_AUGMENTED
COHORT_2275,KERALA_DC_04,CRL_A,CRIMINAL_APPEAL,2022,Pleadings / Issues,1,70,70,70,SYNTHETIC_AUGMENTED
COHORT_2276,KERALA_DC_04,CRL_A,CRIMINAL_APPEAL,2022,Summons / Appearance,8,132.5,173,204,SYNTHETIC_AUGMENTED
COHORT_2277,KERALA_DC_04,CRL_A,CRIMINAL_APPEAL,2024,Evidence / Argument,1,330,330,330,SYNTHETIC_AUGMENTED
COHORT_2278,KERALA_DC_04,CRL_A,CRIMINAL_APPEAL,2024,Filing / Registration,1,13,13,13,SYNTHETIC_AUGMENTED
COHORT_2279,KERALA_DC_04,CRL_A,CRIMINAL_APPEAL,2024,Final Arguments / Judgment,1,54,54,54,SYNTHETIC_AUGMENTED
COHORT_2280,KERALA_DC_04,CRL_A,CRIMINAL_APPEAL,2024,Pleadings / Issues,1,6,6,6,SYNTHETIC_AUGMENTED
COHORT_2281,KERALA_DC_04,CRL_A,CRIMINAL_APPEAL,2024,Summons / Appearance,5,81,91,91,SYNTHETIC_AUGMENTED
