synthetic_cnr,state,district,court_establishment,case_type,tier,filing_year,case_age_days,current_stage,adjournment_count,judge_change_count,structural_stall_label
SYN/KL/CS/2020/003777,Kerala,Guntur,KERALA_DC_05,CS,district,2020,2153,Summons / Appearance,5,0,0
SYN/MH/MACA/2021/003778,Maharashtra,Kolkata,MAHARA_DC_03,MACA,district,2021,1824,Pleadings / Issues,1,1,1
SYN/UP/WP_C/2021/003779,Uttar Pradesh,Lucknow,UTTAR__DC_01,WP_C,district,2021,1915,Evidence / Argument,2,0,1
SYN/OT/WP_C/2020/003780,Punjab,Varanasi,PUNJAB_DC_05,WP_C,district,2020,2120,Filing / Registration,1,1,1
SYN/DL/BA/2021/003781,Delhi,Vijayawada,DELHI_DC_04,BA,district,2021,1848,Evidence / Argument,1,0,0
SYN/OT/BA/2024/003782,Tamil Nadu,Kolkata,TAMIL__DC_04,BA,district,2024,637,Evidence / Argument,0,0,0
SYN/OT/CS/2021/003783,Chhattisgarh,Guntur,CHHATT_DC_02,CS,district,2021,2051,Final Arguments / Judgment,4,0,0
SYN/KL/CS/2023/003784,Kerala,Lucknow,KERALA_DC_01,CS,district,2023,1107,Summons / Appearance,5,1,1
SYN/MH/WP_C/2020/003785,Maharashtra,Thiruvananthapuram,MAHARA_DC_01,WP_C,district,2020,2383,Summons / Appearance,0,0,0
SYN/OT/CRL_A/2023/003786,Gujarat,Vijayawada,GUJARA_DC_04,CRL_A,district,2023,1237,Final Arguments / Judgment,3,0,0
SYN/OT/WP_C/2024/003787,Rajasthan,Thiruvananthapuram,RAJAST_DC_01,WP_C,district,2024,919,Pleadings / Issues,2,0,1
SYN/OT/WP_C/2020/003788,Haryana,Varanasi,HARYAN_DC_05,WP_C,district,2020,2130,Pleadings / Issues,2,0,0
SYN/DL/CS/2020/003789,Delhi,Lucknow,DELHI_DC_04,CS,district,2020,2125,Pleadings / Issues,3,2,1
SYN/MH/CS/2024/003790,Maharashtra,Thiruvananthapuram,MAHARA_DC_02,CS,district,2024,650,Pleadings / Issues,1,4,1
SYN/OT/BA/2022/003791,Chhattisgarh,Kochi,CHHATT_DC_01,BA,district,2022,1413,Summons / Appearance,0,1,0
SYN/MH/WP_C/2024/003792,Maharashtra,Kochi,MAHARA_DC_04,WP_C,district,2024,796,Summons / Appearance,6,3,1
SYN/UP/CS/2024/003793,Uttar Pradesh,Guntur,UTTAR__DC_02,CS,district,2024,735,Evidence / Argument,2,0,0
SYN/DL/BA/2022/003794,Delhi,Thane,DELHI_DC_02,BA,district,2022,1337,Summons / Appearance,3,2,1
SYN/KL/WP_C/2021/003795,Kerala,Guntur,KERALA_DC_04,WP_C,district,2021,1727,Pleadings / Issues,1,3,1
SYN/OT/WP_C/2022/003796,Karnataka,Thane,KARNAT_DC_02,WP_C,district,2022,1519,Summons / Appearance,1,0,0
SYN/OT/BA/2023/003797,Madhya Pradesh,Delhi,MADHYA_DC_02,BA,district,2023,1053,Summons / Appearance,5,3,1
SYN/UP/CS/2024/003798,Uttar Pradesh,Vijayawada,UTTAR__DC_02,CS,district,2024,722,Pleadings / Issues,0,0,0
SYN/AP/CRL_A/2021/003799,Andhra Pradesh,Varanasi,ANDHRA_DC_01,CRL_A,district,2021,1998,Evidence / Argument,4,1,1
SYN/OT/WP_C/2023/003800,West Bengal,Guntur,WEST_B_DC_04,WP_C,district,2023,962,Summons / Appearance,2,0,0
SYN/MH/CS/2020/003801,Maharashtra,Varanasi,MAHARA_DC_03,CS,district,2020,2293,Evidence / Argument,1,0,0
SYN/DL/BA/2024/003802,Delhi,Lucknow,DELHI_DC_02,BA,district,2024,766,Summons / Appearance,2,2,1
SYN/OT/WP_C/2022/003803,Karnataka,Delhi,KARNAT_DC_02,WP_C,district,2022,1592,Final Arguments / Judgment,2,0,0
SYN/OT/BA/2023/003804,Jharkhand,Thane,JHARKH_DC_05,BA,district,2023,1287,Evidence / Argument,1,2,1
SYN/DL/BA/2021/003805,Delhi,Thane,DELHI_DC_05,BA,district,2021,2052,Final Arguments / Judgment,0,1,0
SYN/OT/BA/2021/003806,West Bengal,Pune,WEST_B_DC_01,BA,district,2021,1982,Pleadings / Issues,1,0,0
SYN/DL/MACA/2024/003807,Delhi,Thiruvananthapuram,DELHI_DC_03,MACA,district,2024,944,Evidence / Argument,3,2,1
SYN/OT/CS/2021/003808,Telangana,Varanasi,TELANG_DC_01,CS,district,2021,1858,Summons / Appearance,1,2,1
SYN/OT/BA/2022/003809,Gujarat,Thane,GUJARA_DC_04,BA,district,2022,1364,Filing / Registration,4,0,0
SYN/OT/CRL_A/2023/003810,Assam,Guntur,ASSAM_DC_01,CRL_A,district,2023,1236,Evidence / Argument,1,0,0
SYN/UP/BA/2024/003811,Uttar Pradesh,Thane,UTTAR__DC_02,BA,district,2024,784,Summons / Appearance,1,0,0
SYN/OT/CS/2022/003812,West Bengal,Thiruvananthapuram,WEST_B_DC_03,CS,district,2022,1537,Pleadings / Issues,1,0,1
SYN/AP/WP_C/2022/003813,Andhra Pradesh,Vijayawada,ANDHRA_DC_03,WP_C,district,2022,1466,Evidence / Argument,1,1,0
SYN/OT/BA/2021/003814,Odisha,Thiruvananthapuram,ODISHA_DC_05,BA,district,2021,2017,Summons / Appearance,3,0,1
SYN/KL/CRL_A/2023/003815,Kerala,Jaipur,KERALA_DC_02,CRL_A,district,2023,1101,Pleadings / Issues,0,0,0
SYN/OT/BA/2023/003816,Bihar,Varanasi,BIHAR_DC_05,BA,district,2023,1246,Summons / Appearance,3,2,1
SYN/KL/WP_C/2023/003817,Kerala,Delhi,KERALA_DC_04,WP_C,district,2023,1281,Evidence / Argument,1,0,0
SYN/MH/CRL_A/2023/003818,Maharashtra,Varanasi,MAHARA_DC_03,CRL_A,district,2023,1288,Summons / Appearance,0,2,1
SYN/DL/CS/2022/003819,Delhi,Vijayawada,DELHI_DC_01,CS,district,2022,1504,Filing / Registration,1,0,0
SYN/OT/CS/2023/003820,Karnataka,Kochi,KARNAT_DC_03,CS,district,2023,1096,Evidence / Argument,2,1,0
SYN/MH/BA/2024/003821,Maharashtra,Lucknow,MAHARA_DC_02,BA,district,2024,662,Summons / Appearance,3,2,1
SYN/AP/BA/2024/003822,Andhra Pradesh,Bhopal,ANDHRA_DC_05,BA,district,2024,946,Final Arguments / Judgment,3,2,1
SYN/KL/CS/2024/003823,Kerala,Guntur,KERALA_DC_05,CS,district,2024,828,Summons / Appearance,6,1,1
SYN/KL/CS/2021/003824,Kerala,Thane,KERALA_DC_03,CS,district,2021,1943,Evidence / Argument,3,1,0
SYN/AP/CS/2023/003825,Andhra Pradesh,Delhi,ANDHRA_DC_04,CS,district,2023,1016,Evidence / Argument,1,0,0
SYN/KL/BA/2023/003826,Kerala,Kolkata,KERALA_DC_03,BA,district,2023,1016,Summons / Appearance,4,0,0
SYN/KL/CRL_A/2020/003827,Kerala,Thiruvananthapuram,KERALA_DC_03,CRL_A,district,2020,2099,Pleadings / Issues,2,0,0
SYN/MH/MACA/2022/003828,Maharashtra,Vijayawada,MAHARA_DC_04,MACA,district,2022,1680,Evidence / Argument,2,1,1
SYN/KL/CS/2023/003829,Kerala,Bhopal,KERALA_DC_02,CS,district,2023,1010,Evidence / Argument,1,1,1
SYN/OT/CS/2024/003830,Telangana,Vijayawada,TELANG_DC_02,CS,district,2024,666,Final Arguments / Judgment,0,2,1
SYN/OT/CRL_A/2024/003831,Punjab,Kolkata,PUNJAB_DC_01,CRL_A,district,2024,638,Evidence / Argument,0,1,0
SYN/OT/CS/2022/003832,Rajasthan,Pune,RAJAST_DC_01,CS,district,2022,1527,Pleadings / Issues,2,1,1
SYN/DL/WP_C/2018/003833,Delhi,Varanasi,DELHI_DC_03,WP_C,district,2018,3098,Final Arguments / Judgment,2,0,0
SYN/MH/BA/2020/003834,Maharashtra,Delhi,MAHARA_DC_01,BA,district,2020,2405,Summons / Appearance,1,1,0
SYN/KL/BA/2018/003835,Kerala,Guntur,KERALA_DC_05,BA,district,2018,3021,Summons / Appearance,0,0,0
SYN/UP/BA/2023/003836,Uttar Pradesh,Jaipur,UTTAR__DC_03,BA,district,2023,1004,Pleadings / Issues,0,1,0
SYN/OT/WP_C/2022/003837,Tamil Nadu,Kochi,TAMIL__DC_03,WP_C,district,2022,1628,Final Arguments / Judgment,0,1,0
SYN/MH/WP_C/2024/003838,Maharashtra,Pune,MAHARA_DC_01,WP_C,district,2024,833,Final Arguments / Judgment,2,0,0
SYN/UP/MACA/2024/003839,Uttar Pradesh,Varanasi,UTTAR__DC_05,MACA,district,2024,837,Pleadings / Issues,3,0,0
SYN/AP/BA/2022/003840,Andhra Pradesh,Guntur,ANDHRA_DC_04,BA,district,2022,1341,Summons / Appearance,0,0,0
SYN/MH/WP_C/2021/003841,Maharashtra,Thiruvananthapuram,MAHARA_DC_05,WP_C,district,2021,1784,Pleadings / Issues,0,2,1
SYN/OT/BA/2024/003842,Karnataka,Kochi,KARNAT_DC_05,BA,district,2024,604,Summons / Appearance,4,0,1
SYN/MH/CS/2024/003843,Maharashtra,Kolkata,MAHARA_DC_03,CS,district,2024,884,Summons / Appearance,2,0,0
SYN/OT/CS/2019/003844,Madhya Pradesh,Guntur,MADHYA_DC_03,CS,district,2019,2755,Pleadings / Issues,6,1,1
SYN/OT/BA/2022/003845,Haryana,Thane,HARYAN_DC_02,BA,district,2022,1501,Pleadings / Issues,1,0,0
SYN/UP/BA/2024/003846,Uttar Pradesh,Pune,UTTAR__DC_04,BA,district,2024,767,Evidence / Argument,2,1,0
SYN/MH/CS/2024/003847,Maharashtra,Jaipur,MAHARA_DC_03,CS,district,2024,894,Evidence / Argument,3,1,1
SYN/KL/CS/2024/003848,Kerala,Lucknow,KERALA_DC_01,CS,district,2024,844,Summons / Appearance,2,0,0
SYN/MH/BA/2024/003849,Maharashtra,Varanasi,MAHARA_DC_02,BA,district,2024,795,Filing / Registration,8,0,0
SYN/UP/WP_C/2023/003850,Uttar Pradesh,Thiruvananthapuram,UTTAR__DC_04,WP_C,district,2023,975,Summons / Appearance,0,0,0
SYN/KL/BA/2023/003851,Kerala,Bhopal,KERALA_DC_01,BA,district,2023,1152,Pleadings / Issues,1,0,0
SYN/UP/CS/2023/003852,Uttar Pradesh,Pune,UTTAR__DC_02,CS,district,2023,961,Pleadings / Issues,2,0,0
SYN/OT/CRL_A/2023/003853,Punjab,Kolkata,PUNJAB_DC_05,CRL_A,district,2023,1302,Final Arguments / Judgment,2,0,0
SYN/OT/BA/2023/003854,Bihar,Pune,BIHAR_DC_01,BA,district,2023,1214,Evidence / Argument,4,0,0
SYN/KL/CS/2024/003855,Kerala,Thiruvananthapuram,KERALA_DC_05,CS,district,2024,885,Evidence / Argument,1,0,0
SYN/OT/BA/2024/003856,Assam,Pune,ASSAM_DC_02,BA,district,2024,814,Summons / Appearance,6,2,1
SYN/KL/BA/2021/003857,Kerala,Thiruvananthapuram,KERALA_DC_03,BA,district,2021,1852,Pleadings / Issues,2,0,1
SYN/OT/CS/2023/003858,Karnataka,Delhi,KARNAT_DC_02,CS,district,2023,1308,Evidence / Argument,0,0,1
SYN/OT/CS/2021/003859,Telangana,Bhopal,TELANG_DC_02,CS,district,2021,2020,Summons / Appearance,2,0,0
SYN/KL/CRL_A/2021/003860,Kerala,Delhi,KERALA_DC_05,CRL_A,district,2021,1894,Summons / Appearance,2,0,0
SYN/OT/CS/2022/003861,Punjab,Lucknow,PUNJAB_DC_03,CS,district,2022,1576,Summons / Appearance,2,1,0
SYN/OT/WP_C/2021/003862,Bihar,Varanasi,BIHAR_DC_03,WP_C,district,2021,1697,Pleadings / Issues,0,0,0
SYN/OT/CS/2022/003863,Punjab,Pune,PUNJAB_DC_03,CS,district,2022,1365,Pleadings / Issues,0,0,0
SYN/MH/BA/2023/003864,Maharashtra,Jaipur,MAHARA_DC_01,BA,district,2023,1062,Summons / Appearance,2,2,1
SYN/OT/CRL_A/2021/003865,Haryana,Thane,HARYAN_DC_01,CRL_A,district,2021,2033,Summons / Appearance,1,2,1
SYN/AP/BA/2023/003866,Andhra Pradesh,Delhi,ANDHRA_DC_02,BA,district,2023,1172,Evidence / Argument,0,0,1
SYN/MH/BA/2022/003867,Maharashtra,Thiruvananthapuram,MAHARA_DC_04,BA,district,2022,1527,Filing / Registration,1,4,1
SYN/KL/CRL_A/2022/003868,Kerala,Vijayawada,KERALA_DC_02,CRL_A,district,2022,1430,Summons / Appearance,1,0,0
SYN/AP/CRL_A/2023/003869,Andhra Pradesh,Thane,ANDHRA_DC_04,CRL_A,district,2023,1241,Final Arguments / Judgment,1,2,1
SYN/OT/CRL_A/2024/003870,Bihar,Varanasi,BIHAR_DC_04,CRL_A,district,2024,781,Evidence / Argument,1,0,0
SYN/OT/CRL_A/2023/003871,Telangana,Kolkata,TELANG_DC_03,CRL_A,district,2023,991,Evidence / Argument,1,0,1
SYN/OT/BA/2020/003872,Karnataka,Thane,KARNAT_DC_01,BA,district,2020,2287,Filing / Registration,1,0,0
SYN/OT/CRL_A/2023/003873,West Bengal,Varanasi,WEST_B_DC_03,CRL_A,district,2023,1269,Summons / Appearance,1,1,0
SYN/KL/CRL_A/2024/003874,Kerala,Delhi,KERALA_DC_01,CRL_A,district,2024,862,Pleadings / Issues,1,0,0
SYN/OT/CRL_A/2023/003875,Gujarat,Thiruvananthapuram,GUJARA_DC_03,CRL_A,district,2023,1108,Summons / Appearance,1,0,0
SYN/MH/WP_C/2024/003876,Maharashtra,Vijayawada,MAHARA_DC_01,WP_C,district,2024,798,Filing / Registration,4,1,0
SYN/OT/BA/2022/003877,Madhya Pradesh,Kolkata,MADHYA_DC_02,BA,district,2022,1337,Pleadings / Issues,0,0,0
SYN/OT/CS/2024/003878,West Bengal,Kolkata,WEST_B_DC_04,CS,district,2024,599,Evidence / Argument,2,1,0
SYN/KL/CS/2021/003879,Kerala,Lucknow,KERALA_DC_04,CS,district,2021,1890,Evidence / Argument,3,0,1
SYN/OT/CS/2023/003880,Haryana,Kochi,HARYAN_DC_03,CS,district,2023,1157,Evidence / Argument,1,1,0
SYN/MH/CRL_A/2020/003881,Maharashtra,Jaipur,MAHARA_DC_03,CRL_A,district,2020,2256,Final Arguments / Judgment,3,2,1
SYN/OT/WP_C/2024/003882,Rajasthan,Guntur,RAJAST_DC_01,WP_C,district,2024,914,Summons / Appearance,5,0,0
SYN/OT/CRL_A/2022/003883,Madhya Pradesh,Kochi,MADHYA_DC_04,CRL_A,district,2022,1418,Filing / Registration,1,1,0
SYN/MH/CS/2022/003884,Maharashtra,Jaipur,MAHARA_DC_02,CS,district,2022,1441,Summons / Appearance,3,2,1
SYN/AP/CS/2023/003885,Andhra Pradesh,Varanasi,ANDHRA_DC_03,CS,district,2023,1246,Pleadings / Issues,1,0,0
SYN/UP/CS/2018/003886,Uttar Pradesh,Kolkata,UTTAR__DC_05,CS,district,2018,2949,Summons / Appearance,5,1,1
SYN/OT/CS/2023/003887,Rajasthan,Lucknow,RAJAST_DC_01,CS,district,2023,1088,Summons / Appearance,4,1,1
SYN/OT/CS/2024/003888,Chhattisgarh,Thiruvananthapuram,CHHATT_DC_02,CS,district,2024,770,Summons / Appearance,1,2,1
SYN/OT/BA/2020/003889,Odisha,Thiruvananthapuram,ODISHA_DC_02,BA,district,2020,2058,Summons / Appearance,1,2,1
SYN/MH/CRL_A/2021/003890,Maharashtra,Varanasi,MAHARA_DC_02,CRL_A,district,2021,1706,Pleadings / Issues,3,0,0
SYN/UP/CS/2022/003891,Uttar Pradesh,Kolkata,UTTAR__DC_03,CS,district,2022,1515,Summons / Appearance,0,0,0
SYN/MH/CS/2020/003892,Maharashtra,Thiruvananthapuram,MAHARA_DC_05,CS,district,2020,2057,Pleadings / Issues,2,0,0
SYN/OT/MACA/2022/003893,Madhya Pradesh,Vijayawada,MADHYA_DC_01,MACA,district,2022,1452,Pleadings / Issues,1,1,0
SYN/OT/CRL_A/2022/003894,Jharkhand,Thiruvananthapuram,JHARKH_DC_05,CRL_A,district,2022,1522,Pleadings / Issues,0,0,0
SYN/OT/MACA/2023/003895,Tamil Nadu,Varanasi,TAMIL__DC_01,MACA,district,2023,1035,Summons / Appearance,2,1,0
SYN/OT/CS/2020/003896,West Bengal,Jaipur,WEST_B_DC_01,CS,district,2020,2073,Final Arguments / Judgment,2,1,1
SYN/OT/CRL_A/2023/003897,Bihar,Delhi,BIHAR_DC_02,CRL_A,district,2023,1017,Pleadings / Issues,1,0,1
SYN/MH/MACA/2022/003898,Maharashtra,Delhi,MAHARA_DC_05,MACA,district,2022,1429,Summons / Appearance,4,3,1
SYN/DL/CS/2021/003899,Delhi,Varanasi,DELHI_DC_01,CS,district,2021,1779,Summons / Appearance,0,2,1
SYN/AP/BA/2022/003900,Andhra Pradesh,Jaipur,ANDHRA_DC_05,BA,district,2022,1510,Filing / Registration,2,1,1
SYN/DL/WP_C/2023/003901,Delhi,Varanasi,DELHI_DC_05,WP_C,district,2023,1154,Summons / Appearance,3,0,0
SYN/OT/BA/2021/003902,Jharkhand,Varanasi,JHARKH_DC_02,BA,district,2021,1857,Summons / Appearance,3,3,1
SYN/OT/MACA/2020/003903,Telangana,Kolkata,TELANG_DC_05,MACA,district,2020,2292,Evidence / Argument,3,0,1
SYN/OT/BA/2024/003904,Assam,Lucknow,ASSAM_DC_04,BA,district,2024,802,Filing / Registration,0,0,0
SYN/MH/CRL_A/2020/003905,Maharashtra,Delhi,MAHARA_DC_04,CRL_A,district,2020,2076,Evidence / Argument,3,0,0
SYN/MH/BA/2021/003906,Maharashtra,Guntur,MAHARA_DC_02,BA,district,2021,1741,Evidence / Argument,1,0,0
SYN/AP/BA/2024/003907,Andhra Pradesh,Kochi,ANDHRA_DC_05,BA,district,2024,813,Summons / Appearance,2,0,0
SYN/OT/CS/2024/003908,Gujarat,Guntur,GUJARA_DC_05,CS,district,2024,767,Pleadings / Issues,3,1,0
SYN/KL/BA/2020/003909,Kerala,Delhi,KERALA_DC_01,BA,district,2020,2192,Pleadings / Issues,4,0,0
SYN/OT/BA/2021/003910,Haryana,Guntur,HARYAN_DC_02,BA,district,2021,1712,Final Arguments / Judgment,0,1,0
SYN/OT/CRL_A/2023/003911,Madhya Pradesh,Lucknow,MADHYA_DC_01,CRL_A,district,2023,1223,Evidence / Argument,1,0,0
SYN/UP/CS/2022/003912,Uttar Pradesh,Bhopal,UTTAR__DC_01,CS,district,2022,1460,Pleadings / Issues,1,0,0
SYN/OT/BA/2024/003913,Rajasthan,Thiruvananthapuram,RAJAST_DC_01,BA,district,2024,658,Evidence / Argument,0,1,0
SYN/MH/BA/2023/003914,Maharashtra,Guntur,MAHARA_DC_01,BA,district,2023,1220,Evidence / Argument,0,0,1
SYN/MH/WP_C/2022/003915,Maharashtra,Lucknow,MAHARA_DC_04,WP_C,district,2022,1653,Evidence / Argument,2,0,0
SYN/OT/WP_C/2024/003916,Chhattisgarh,Guntur,CHHATT_DC_03,WP_C,district,2024,879,Summons / Appearance,4,0,1
SYN/OT/CS/2024/003917,Karnataka,Kolkata,KARNAT_DC_05,CS,district,2024,908,Pleadings / Issues,2,0,0
SYN/MH/BA/2021/003918,Maharashtra,Bhopal,MAHARA_DC_03,BA,district,2021,1844,Evidence / Argument,1,1,1
SYN/MH/CRL_A/2020/003919,Maharashtra,Jaipur,MAHARA_DC_01,CRL_A,district,2020,2180,Evidence / Argument,2,1,0
SYN/MH/CS/2022/003920,Maharashtra,Varanasi,MAHARA_DC_04,CS,district,2022,1335,Evidence / Argument,1,0,1
SYN/OT/CS/2022/003921,Punjab,Lucknow,PUNJAB_DC_04,CS,district,2022,1352,Filing / Registration,6,0,1
SYN/OT/CRL_A/2024/003922,Assam,Pune,ASSAM_DC_01,CRL_A,district,2024,901,Pleadings / Issues,1,0,0
SYN/OT/CS/2021/003923,West Bengal,Bhopal,WEST_B_DC_03,CS,district,2021,1853,Pleadings / Issues,1,1,0
SYN/AP/CRL_A/2023/003924,Andhra Pradesh,Kolkata,ANDHRA_DC_01,CRL_A,district,2023,1004,Filing / Registration,4,2,1
SYN/OT/BA/2023/003925,Odisha,Lucknow,ODISHA_DC_01,BA,district,2023,1119,Summons / Appearance,1,0,0
SYN/UP/WP_C/2018/003926,Uttar Pradesh,Pune,UTTAR__DC_05,WP_C,district,2018,3020,Evidence / Argument,1,0,0
SYN/UP/WP_C/2022/003927,Uttar Pradesh,Lucknow,UTTAR__DC_02,WP_C,district,2022,1413,Evidence / Argument,2,0,0
SYN/OT/CS/2024/003928,Jharkhand,Jaipur,JHARKH_DC_05,CS,district,2024,949,Summons / Appearance,0,0,0
SYN/KL/CS/2023/003929,Kerala,Pune,KERALA_DC_05,CS,district,2023,1299,Summons / Appearance,3,0,0
SYN/UP/BA/2019/003930,Uttar Pradesh,Varanasi,UTTAR__DC_03,BA,district,2019,2699,Pleadings / Issues,1,0,0
SYN/UP/CS/2022/003931,Uttar Pradesh,Bhopal,UTTAR__DC_01,CS,district,2022,1595,Evidence / Argument,3,2,1
SYN/OT/CRL_A/2022/003932,Assam,Thane,ASSAM_DC_01,CRL_A,district,2022,1524,Final Arguments / Judgment,3,1,0
SYN/MH/CS/2023/003933,Maharashtra,Kochi,MAHARA_DC_05,CS,district,2023,1294,Pleadings / Issues,2,1,0
SYN/DL/CRL_A/2022/003934,Delhi,Delhi,DELHI_DC_01,CRL_A,district,2022,1677,Evidence / Argument,4,1,0
SYN/OT/MACA/2023/003935,Bihar,Pune,BIHAR_DC_02,MACA,district,2023,1276,Summons / Appearance,2,0,0
SYN/OT/WP_C/2024/003936,Bihar,Vijayawada,BIHAR_DC_04,WP_C,district,2024,770,Filing / Registration,3,0,1
SYN/OT/CRL_A/2022/003937,Odisha,Bhopal,ODISHA_DC_02,CRL_A,district,2022,1670,Pleadings / Issues,2,4,1
SYN/AP/CS/2022/003938,Andhra Pradesh,Guntur,ANDHRA_DC_03,CS,district,2022,1572,Filing / Registration,2,0,0
SYN/KL/BA/2023/003939,Kerala,Lucknow,KERALA_DC_01,BA,district,2023,1266,Pleadings / Issues,2,0,0
SYN/MH/CS/2024/003940,Maharashtra,Kolkata,MAHARA_DC_01,CS,district,2024,705,Summons / Appearance,1,0,0
SYN/MH/CS/2023/003941,Maharashtra,Vijayawada,MAHARA_DC_02,CS,district,2023,1308,Final Arguments / Judgment,2,2,1
SYN/OT/BA/2023/003942,Odisha,Jaipur,ODISHA_DC_05,BA,district,2023,997,Evidence / Argument,0,0,0
SYN/KL/WP_C/2023/003943,Kerala,Varanasi,KERALA_DC_03,WP_C,district,2023,1109,Summons / Appearance,2,0,0
SYN/AP/BA/2022/003944,Andhra Pradesh,Pune,ANDHRA_DC_03,BA,district,2022,1676,Pleadings / Issues,0,0,0
SYN/KL/CRL_A/2023/003945,Kerala,Lucknow,KERALA_DC_03,CRL_A,district,2023,1030,Evidence / Argument,3,0,0
SYN/OT/WP_C/2023/003946,Jharkhand,Bhopal,JHARKH_DC_03,WP_C,district,2023,1295,Evidence / Argument,1,1,0
SYN/OT/BA/2022/003947,Rajasthan,Guntur,RAJAST_DC_01,BA,district,2022,1419,Final Arguments / Judgment,3,0,0
SYN/OT/WP_C/2024/003948,Gujarat,Vijayawada,GUJARA_DC_02,WP_C,district,2024,851,Evidence / Argument,1,0,0
SYN/KL/BA/2023/003949,Kerala,Thane,KERALA_DC_02,BA,district,2023,1220,Final Arguments / Judgment,2,0,0
SYN/OT/WP_C/2022/003950,Odisha,Jaipur,ODISHA_DC_04,WP_C,district,2022,1560,Final Arguments / Judgment,1,0,0
SYN/AP/BA/2021/003951,Andhra Pradesh,Lucknow,ANDHRA_DC_01,BA,district,2021,1717,Final Arguments / Judgment,1,2,1
SYN/UP/WP_C/2019/003952,Uttar Pradesh,Pune,UTTAR__DC_03,WP_C,district,2019,2516,Final Arguments / Judgment,0,0,0
SYN/OT/BA/2022/003953,Bihar,Lucknow,BIHAR_DC_03,BA,district,2022,1588,Summons / Appearance,6,2,1
SYN/UP/WP_C/2018/003954,Uttar Pradesh,Kolkata,UTTAR__DC_02,WP_C,district,2018,3130,Evidence / Argument,0,1,1
SYN/DL/CS/2023/003955,Delhi,Jaipur,DELHI_DC_02,CS,district,2023,1057,Evidence / Argument,4,0,1
SYN/KL/CS/2020/003956,Kerala,Kochi,KERALA_DC_01,CS,district,2020,2157,Evidence / Argument,3,0,0
SYN/OT/BA/2022/003957,West Bengal,Lucknow,WEST_B_DC_04,BA,district,2022,1373,Summons / Appearance,1,0,0
SYN/OT/CS/2024/003958,Haryana,Bhopal,HARYAN_DC_03,CS,district,2024,715,Pleadings / Issues,3,0,0
SYN/MH/BA/2021/003959,Maharashtra,Thane,MAHARA_DC_05,BA,district,2021,1884,Pleadings / Issues,4,1,0
SYN/OT/WP_C/2018/003960,Chhattisgarh,Jaipur,CHHATT_DC_04,WP_C,district,2018,2913,Evidence / Argument,2,0,0
SYN/AP/WP_C/2022/003961,Andhra Pradesh,Varanasi,ANDHRA_DC_02,WP_C,district,2022,1662,Summons / Appearance,0,0,0
SYN/KL/CS/2021/003962,Kerala,Kolkata,KERALA_DC_04,CS,district,2021,1912,Evidence / Argument,0,1,1
SYN/OT/WP_C/2022/003963,Punjab,Thane,PUNJAB_DC_01,WP_C,district,2022,1572,Summons / Appearance,1,0,0
SYN/OT/CS/2023/003964,Karnataka,Thane,KARNAT_DC_02,CS,district,2023,1208,Summons / Appearance,4,2,1
SYN/KL/WP_C/2024/003965,Kerala,Vijayawada,KERALA_DC_04,WP_C,district,2024,662,Final Arguments / Judgment,1,1,0
SYN/MH/WP_C/2023/003966,Maharashtra,Vijayawada,MAHARA_DC_01,WP_C,district,2023,1000,Evidence / Argument,2,2,1
SYN/AP/CRL_A/2020/003967,Andhra Pradesh,Thiruvananthapuram,ANDHRA_DC_04,CRL_A,district,2020,2272,Final Arguments / Judgment,1,1,0
SYN/KL/WP_C/2024/003968,Kerala,Lucknow,KERALA_DC_02,WP_C,district,2024,904,Filing / Registration,3,0,0
SYN/OT/CRL_A/2020/003969,Tamil Nadu,Lucknow,TAMIL__DC_01,CRL_A,district,2020,2069,Summons / Appearance,6,3,1
SYN/KL/BA/2023/003970,Kerala,Pune,KERALA_DC_02,BA,district,2023,970,Summons / Appearance,1,0,0
SYN/MH/BA/2023/003971,Maharashtra,Delhi,MAHARA_DC_05,BA,district,2023,1180,Evidence / Argument,1,0,1
SYN/MH/BA/2022/003972,Maharashtra,Vijayawada,MAHARA_DC_01,BA,district,2022,1401,Summons / Appearance,4,1,1
SYN/OT/CRL_A/2022/003973,Bihar,Thane,BIHAR_DC_05,CRL_A,district,2022,1526,Evidence / Argument,2,0,1
SYN/KL/BA/2023/003974,Kerala,Guntur,KERALA_DC_01,BA,district,2023,1081,Summons / Appearance,5,2,1
SYN/UP/WP_C/2023/003975,Uttar Pradesh,Guntur,UTTAR__DC_04,WP_C,district,2023,1085,Pleadings / Issues,1,1,1
SYN/OT/BA/2024/003976,Jharkhand,Bhopal,JHARKH_DC_02,BA,district,2024,957,Evidence / Argument,3,0,0
SYN/OT/MACA/2022/003977,Rajasthan,Delhi,RAJAST_DC_02,MACA,district,2022,1486,Pleadings / Issues,2,0,1
SYN/MH/CRL_A/2022/003978,Maharashtra,Lucknow,MAHARA_DC_01,CRL_A,district,2022,1414,Pleadings / Issues,1,2,1
SYN/KL/CRL_A/2021/003979,Kerala,Bhopal,KERALA_DC_01,CRL_A,district,2021,2038,Summons / Appearance,3,2,1
SYN/OT/CRL_A/2020/003980,Chhattisgarh,Delhi,CHHATT_DC_03,CRL_A,district,2020,2221,Summons / Appearance,1,0,0
SYN/KL/WP_C/2024/003981,Kerala,Kolkata,KERALA_DC_01,WP_C,district,2024,787,Pleadings / Issues,1,1,0
