synthetic_cnr,state,district,court_establishment,case_type,act_section_bucket,tier,filing_year,filing_year_bucket,case_age_days,current_stage,days_in_current_stage,days_since_substantive_event,adjournment_count,adjournment_streak,judge_change_count,stage_deviation_ratio,cohort_size,cohort_percentile,bottleneck_type,actionability_level,triage_confidence,structural_stall_label,triage_score,data_label,generation_source
SYN/KL/BA/2023/004917,Kerala,Kochi,KERALA_DC_01,BA,BAIL_GENERAL,district,2023,2022,1287,Evidence / Argument,73,21,0,0,1,0.54,9,,UNKNOWN,LOW,LOW,0,5.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/CS/2024/004918,Uttar Pradesh,Delhi,UTTAR__DC_05,CS,CPC_GENERAL,district,2024,2024,797,Summons / Appearance,222,194,5,5,1,1.0,3,,SUMMONS_DELAY,HIGH,LOW,1,52.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/MACA/2023/004919,Madhya Pradesh,Jaipur,MADHYA_DC_02,MACA,MOTOR_ACCIDENT,district,2023,2022,1105,Pleadings / Issues,63,25,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,8.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/CS/2023/004920,Uttar Pradesh,Kochi,UTTAR__DC_02,CS,CPC_GENERAL,district,2023,2022,1170,Evidence / Argument,125,16,0,0,0,0.87,9,,UNKNOWN,LOW,LOW,0,6.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2023/004921,Rajasthan,Thiruvananthapuram,RAJAST_DC_01,CS,CPC_GENERAL,district,2023,2022,1047,Final Arguments / Judgment,63,57,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,10.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/CRL_A/2022/004922,Uttar Pradesh,Kolkata,UTTAR__DC_05,CRL_A,CRIMINAL_APPEAL,district,2022,2022,1630,Filing / Registration,15,20,0,0,0,1.07,3,,UNKNOWN,LOW,LOW,0,8.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2022/004923,Bihar,Varanasi,BIHAR_DC_04,CRL_A,CRIMINAL_APPEAL,district,2022,2022,1659,Summons / Appearance,280,226,6,6,2,1.0,3,,SUMMONS_DELAY,HIGH,LOW,1,54.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2024/004924,Madhya Pradesh,Varanasi,MADHYA_DC_03,WP_C,WRIT_GENERAL,district,2024,2024,616,Summons / Appearance,81,13,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,7.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2023/004925,Assam,Kochi,ASSAM_DC_01,WP_C,WRIT_GENERAL,district,2023,2022,1096,Evidence / Argument,191,22,0,0,0,1.2,2,,UNKNOWN,LOW,LOW,0,9.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2023/004926,Rajasthan,Delhi,RAJAST_DC_05,WP_C,WRIT_GENERAL,district,2023,2022,1210,Summons / Appearance,54,50,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,10.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/BA/2023/004927,Maharashtra,Kolkata,MAHARA_DC_05,BA,BAIL_GENERAL,district,2023,2022,1188,Evidence / Argument,128,18,0,0,0,0.94,8,,UNKNOWN,LOW,LOW,0,7.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/MACA/2022/004928,Odisha,Jaipur,ODISHA_DC_01,MACA,MOTOR_ACCIDENT,district,2022,2022,1512,Summons / Appearance,204,201,4,4,1,0.69,2,,SUMMONS_DELAY,HIGH,LOW,1,48.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2020/004929,Karnataka,Jaipur,KARNAT_DC_05,WP_C,WRIT_GENERAL,district,2020,2020,2357,Evidence / Argument,396,254,0,0,1,0.99,2,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,37.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2023/004930,Bihar,Lucknow,BIHAR_DC_03,CRL_A,CRIMINAL_APPEAL,district,2023,2022,1006,Pleadings / Issues,133,194,0,0,2,1.0,1,,JUDGE_CHANGE,MEDIUM,LOW,1,32.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/WP_C/2024/004931,Kerala,Varanasi,KERALA_DC_04,WP_C,WRIT_GENERAL,district,2024,2024,699,Evidence / Argument,364,189,3,3,0,1.52,2,,WITNESS_DELAY,MEDIUM,LOW,1,40.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/BA/2024/004932,Andhra Pradesh,Lucknow,ANDHRA_DC_01,BA,BAIL_GENERAL,district,2024,2024,763,Final Arguments / Judgment,59,20,0,0,0,0.86,4,,UNKNOWN,LOW,LOW,0,6.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/DL/CRL_A/2019/004933,Delhi,Kolkata,DELHI_DC_05,CRL_A,CRIMINAL_APPEAL,district,2019,2018,2617,Summons / Appearance,69,23,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,7.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/CS/2024/004934,Uttar Pradesh,Bhopal,UTTAR__DC_02,CS,CPC_GENERAL,district,2024,2024,594,Summons / Appearance,410,243,6,6,2,2.92,10,,SUMMONS_DELAY,HIGH,LOW,1,67.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/BA/2024/004935,Uttar Pradesh,Varanasi,UTTAR__DC_01,BA,BAIL_GENERAL,district,2024,2024,758,Pleadings / Issues,105,73,0,0,3,1.46,3,,JUDGE_CHANGE,MEDIUM,LOW,1,21.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/CS/2021/004936,Maharashtra,Bhopal,MAHARA_DC_04,CS,CPC_GENERAL,district,2021,2020,1770,Evidence / Argument,214,145,0,0,0,1.0,5,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,28.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/DL/BA/2024/004937,Delhi,Vijayawada,DELHI_DC_02,BA,BAIL_GENERAL,district,2024,2024,881,Pleadings / Issues,67,49,0,0,0,0.77,3,,UNKNOWN,LOW,LOW,0,8.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/CS/2023/004938,Kerala,Lucknow,KERALA_DC_02,CS,CPC_GENERAL,district,2023,2022,965,Evidence / Argument,150,29,0,0,0,1.03,6,,UNKNOWN,LOW,LOW,0,8.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/CS/2023/004939,Uttar Pradesh,Guntur,UTTAR__DC_04,CS,CPC_GENERAL,district,2023,2022,1169,Pleadings / Issues,70,15,0,0,0,0.75,10,,UNKNOWN,LOW,LOW,0,5.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/CRL_A/2024/004940,Andhra Pradesh,Guntur,ANDHRA_DC_03,CRL_A,CRIMINAL_APPEAL,district,2024,2024,731,Summons / Appearance,46,28,0,0,0,1.0,3,,UNKNOWN,LOW,LOW,0,8.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/CS/2024/004941,Andhra Pradesh,Thiruvananthapuram,ANDHRA_DC_05,CS,CPC_GENERAL,district,2024,2024,825,Pleadings / Issues,214,64,0,0,3,1.57,4,,JUDGE_CHANGE,MEDIUM,LOW,1,22.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2022/004942,Rajasthan,Bhopal,RAJAST_DC_04,CRL_A,CRIMINAL_APPEAL,district,2022,2022,1427,Evidence / Argument,95,29,0,0,1,0.62,2,,UNKNOWN,LOW,LOW,0,6.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/CRL_A/2022/004943,Maharashtra,Varanasi,MAHARA_DC_02,CRL_A,CRIMINAL_APPEAL,district,2022,2022,1527,Pleadings / Issues,37,30,0,0,0,0.36,10,,UNKNOWN,LOW,LOW,0,4.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2022/004944,Gujarat,Kochi,GUJARA_DC_01,BA,BAIL_GENERAL,district,2022,2022,1447,Pleadings / Issues,105,17,0,0,0,1.29,2,,UNKNOWN,LOW,LOW,0,9.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2024/004945,Chhattisgarh,Kolkata,CHHATT_DC_03,CS,CPC_GENERAL,district,2024,2024,754,Pleadings / Issues,60,19,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,7.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2024/004946,Chhattisgarh,Thiruvananthapuram,CHHATT_DC_03,CS,CPC_GENERAL,district,2024,2024,657,Final Arguments / Judgment,68,52,0,0,1,0.99,2,,UNKNOWN,LOW,LOW,0,10.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/BA/2022/004947,Kerala,Guntur,KERALA_DC_02,BA,BAIL_GENERAL,district,2022,2022,1573,Summons / Appearance,146,286,0,0,2,1.29,10,,JUDGE_CHANGE,MEDIUM,LOW,1,41.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/WP_C/2021/004948,Andhra Pradesh,Thiruvananthapuram,ANDHRA_DC_05,WP_C,WRIT_GENERAL,district,2021,2020,1843,Summons / Appearance,372,98,4,4,1,1.42,3,,SUMMONS_DELAY,HIGH,LOW,1,44.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/DL/BA/2023/004949,Delhi,Kolkata,DELHI_DC_04,BA,BAIL_GENERAL,district,2023,2022,1115,Pleadings / Issues,119,32,0,0,1,1.68,5,,UNKNOWN,LOW,LOW,0,12.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/BA/2020/004950,Maharashtra,Varanasi,MAHARA_DC_01,BA,BAIL_GENERAL,district,2020,2020,2206,Final Arguments / Judgment,58,16,0,0,0,0.69,2,,UNKNOWN,LOW,LOW,0,5.5,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/MACA/2021/004951,Andhra Pradesh,Pune,ANDHRA_DC_04,MACA,MOTOR_ACCIDENT,district,2021,2020,1981,Evidence / Argument,148,26,0,0,1,0.64,2,,UNKNOWN,LOW,LOW,0,6.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/MACA/2021/004952,Andhra Pradesh,Delhi,ANDHRA_DC_02,MACA,MOTOR_ACCIDENT,district,2021,2020,1994,Pleadings / Issues,247,182,0,0,1,1.41,2,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,33.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/BA/2023/004953,Andhra Pradesh,Lucknow,ANDHRA_DC_04,BA,BAIL_GENERAL,district,2023,2022,1306,Summons / Appearance,83,18,0,0,0,0.96,8,,UNKNOWN,LOW,LOW,0,7.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/CS/2022/004954,Kerala,Thiruvananthapuram,KERALA_DC_04,CS,CPC_GENERAL,district,2022,2022,1520,Summons / Appearance,66,56,0,0,0,1.0,11,,UNKNOWN,LOW,LOW,0,10.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/MACA/2024/004955,Uttar Pradesh,Vijayawada,UTTAR__DC_04,MACA,MOTOR_ACCIDENT,district,2024,2024,740,Evidence / Argument,137,11,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,6.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/DL/BA/2023/004956,Delhi,Vijayawada,DELHI_DC_02,BA,BAIL_GENERAL,district,2023,2022,1131,Evidence / Argument,131,51,0,0,0,0.91,8,,UNKNOWN,LOW,LOW,0,9.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2021/004957,Tamil Nadu,Delhi,TAMIL__DC_03,CS,CPC_GENERAL,district,2021,2020,1848,Evidence / Argument,196,19,0,0,1,1.13,2,,UNKNOWN,LOW,LOW,0,8.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2021/004958,Jharkhand,Pune,JHARKH_DC_05,CRL_A,CRIMINAL_APPEAL,district,2021,2020,1744,Summons / Appearance,412,152,6,6,1,1.0,1,,SUMMONS_DELAY,HIGH,LOW,1,48.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/CRL_A/2024/004959,Andhra Pradesh,Varanasi,ANDHRA_DC_01,CRL_A,CRIMINAL_APPEAL,district,2024,2024,686,Summons / Appearance,240,215,1,1,0,1.26,7,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,37.5,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/WP_C/2023/004960,Uttar Pradesh,Pune,UTTAR__DC_05,WP_C,WRIT_GENERAL,district,2023,2022,1190,Pleadings / Issues,146,27,0,0,0,1.33,12,,UNKNOWN,LOW,LOW,0,10.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2022/004961,Rajasthan,Kolkata,RAJAST_DC_03,CRL_A,CRIMINAL_APPEAL,district,2022,2022,1630,Pleadings / Issues,216,84,0,0,3,1.11,2,,JUDGE_CHANGE,MEDIUM,LOW,1,20.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2018/004962,Karnataka,Thane,KARNAT_DC_04,CS,CPC_GENERAL,district,2018,2018,2841,Final Arguments / Judgment,55,30,0,0,1,1.0,1,,UNKNOWN,LOW,LOW,0,8.5,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/CRL_A/2024/004963,Kerala,Kolkata,KERALA_DC_01,CRL_A,CRIMINAL_APPEAL,district,2024,2024,658,Evidence / Argument,263,117,4,4,0,1.04,6,,REPEATED_ADJOURNMENT,HIGH,LOW,1,44.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2023/004964,Jharkhand,Kolkata,JHARKH_DC_02,WP_C,WRIT_GENERAL,district,2023,2022,1215,Final Arguments / Judgment,128,132,0,0,0,1.64,3,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,30.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2024/004965,Jharkhand,Delhi,JHARKH_DC_03,CRL_A,CRIMINAL_APPEAL,district,2024,2024,797,Evidence / Argument,403,266,4,4,0,1.29,2,,WITNESS_DELAY,MEDIUM,LOW,1,47.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2022/004966,Assam,Lucknow,ASSAM_DC_05,CRL_A,CRIMINAL_APPEAL,district,2022,2022,1675,Summons / Appearance,221,335,1,1,2,0.83,4,,JUDGE_CHANGE,MEDIUM,LOW,1,42.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/MACA/2023/004967,Telangana,Thane,TELANG_DC_01,MACA,MOTOR_ACCIDENT,district,2023,2022,1306,Final Arguments / Judgment,144,231,0,0,0,1.0,1,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,35.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2020/004968,Karnataka,Kolkata,KARNAT_DC_01,CS,CPC_GENERAL,district,2020,2020,2314,Evidence / Argument,170,19,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,7.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/CRL_A/2021/004969,Kerala,Thane,KERALA_DC_02,CRL_A,CRIMINAL_APPEAL,district,2021,2020,1691,Evidence / Argument,457,161,2,2,0,2.04,7,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,39.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/WP_C/2021/004970,Maharashtra,Varanasi,MAHARA_DC_04,WP_C,WRIT_GENERAL,district,2021,2020,1872,Final Arguments / Judgment,88,34,0,0,1,0.75,2,,UNKNOWN,LOW,LOW,0,7.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2023/004971,Haryana,Thane,HARYAN_DC_03,CS,CPC_GENERAL,district,2023,2022,1194,Summons / Appearance,59,32,0,0,0,0.79,2,,UNKNOWN,LOW,LOW,0,7.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2023/004972,Odisha,Lucknow,ODISHA_DC_03,CS,CPC_GENERAL,district,2023,2022,968,Summons / Appearance,348,274,3,3,1,1.0,1,,SUMMONS_DELAY,HIGH,LOW,1,54.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/CS/2024/004973,Maharashtra,Guntur,MAHARA_DC_03,CS,CPC_GENERAL,district,2024,2024,958,Summons / Appearance,402,241,5,5,1,1.18,4,,SUMMONS_DELAY,HIGH,LOW,1,57.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2022/004974,Tamil Nadu,Guntur,TAMIL__DC_02,BA,BAIL_GENERAL,district,2022,2022,1627,Evidence / Argument,125,31,0,0,0,1.0,3,,UNKNOWN,LOW,LOW,0,8.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/DL/BA/2023/004975,Delhi,Pune,DELHI_DC_03,BA,BAIL_GENERAL,district,2023,2022,1264,Evidence / Argument,237,42,0,0,1,1.28,5,,UNKNOWN,LOW,LOW,0,11.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/WP_C/2024/004976,Maharashtra,Pune,MAHARA_DC_04,WP_C,WRIT_GENERAL,district,2024,2024,795,Evidence / Argument,505,204,0,0,1,1.41,2,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,35.5,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/CS/2018/004977,Kerala,Jaipur,KERALA_DC_01,CS,CPC_GENERAL,district,2018,2018,3104,Pleadings / Issues,127,40,0,0,0,0.97,2,,UNKNOWN,LOW,LOW,0,9.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2023/004978,Assam,Kolkata,ASSAM_DC_02,BA,BAIL_GENERAL,district,2023,2022,1297,Final Arguments / Judgment,78,93,1,1,1,1.0,3,,UNKNOWN,LOW,LOW,1,15.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2022/004979,Bihar,Kochi,BIHAR_DC_05,WP_C,WRIT_GENERAL,district,2022,2022,1352,Pleadings / Issues,106,6,0,0,1,1.0,1,,UNKNOWN,LOW,LOW,0,6.5,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2022/004980,Assam,Thiruvananthapuram,ASSAM_DC_03,BA,BAIL_GENERAL,district,2022,2022,1589,Final Arguments / Judgment,158,136,0,0,0,1.0,1,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,27.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/BA/2023/004981,Maharashtra,Thane,MAHARA_DC_01,BA,BAIL_GENERAL,district,2023,2022,1183,Pleadings / Issues,122,37,0,0,1,0.96,11,,UNKNOWN,LOW,LOW,0,8.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2023/004982,Gujarat,Thiruvananthapuram,GUJARA_DC_01,CRL_A,CRIMINAL_APPEAL,district,2023,2022,1228,Summons / Appearance,292,279,4,4,1,10.81,3,,SUMMONS_DELAY,HIGH,LOW,1,81.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/CS/2023/004983,Andhra Pradesh,Vijayawada,ANDHRA_DC_04,CS,CPC_GENERAL,district,2023,2022,1250,Evidence / Argument,337,268,4,4,0,2.03,6,,WITNESS_DELAY,MEDIUM,LOW,1,52.5,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/CRL_A/2024/004984,Andhra Pradesh,Kochi,ANDHRA_DC_02,CRL_A,CRIMINAL_APPEAL,district,2024,2024,708,Pleadings / Issues,95,22,0,0,0,1.46,3,,UNKNOWN,LOW,LOW,0,10.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/CS/2021/004985,Uttar Pradesh,Pune,UTTAR__DC_05,CS,CPC_GENERAL,district,2021,2020,1695,Pleadings / Issues,44,4,0,0,1,0.62,5,,UNKNOWN,LOW,LOW,0,4.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/MACA/2019/004986,Telangana,Kolkata,TELANG_DC_04,MACA,MOTOR_ACCIDENT,district,2019,2018,2780,Evidence / Argument,159,53,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,10.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/CRL_A/2023/004987,Maharashtra,Varanasi,MAHARA_DC_02,CRL_A,CRIMINAL_APPEAL,district,2023,2022,1079,Final Arguments / Judgment,61,35,0,0,0,1.2,2,,UNKNOWN,LOW,LOW,0,10.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2023/004988,Assam,Pune,ASSAM_DC_01,CRL_A,CRIMINAL_APPEAL,district,2023,2022,972,Pleadings / Issues,136,56,0,0,0,1.27,2,,UNKNOWN,LOW,LOW,0,12.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/DL/MACA/2021/004989,Delhi,Lucknow,DELHI_DC_03,MACA,MOTOR_ACCIDENT,district,2021,2020,1724,Summons / Appearance,35,41,0,0,0,0.25,2,,UNKNOWN,LOW,LOW,0,4.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2022/004990,Madhya Pradesh,Bhopal,MADHYA_DC_01,CRL_A,CRIMINAL_APPEAL,district,2022,2022,1526,Summons / Appearance,101,4,0,0,0,1.25,2,,UNKNOWN,LOW,LOW,0,7.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2022/004991,Punjab,Pune,PUNJAB_DC_01,WP_C,WRIT_GENERAL,district,2022,2022,1412,Summons / Appearance,398,99,5,5,1,4.68,3,,SUMMONS_DELAY,HIGH,LOW,1,66.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/BA/2021/004992,Uttar Pradesh,Bhopal,UTTAR__DC_02,BA,BAIL_GENERAL,district,2021,2020,1807,Summons / Appearance,30,4,0,0,1,0.48,8,,UNKNOWN,LOW,LOW,0,3.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/MACA/2018/004993,Karnataka,Kolkata,KARNAT_DC_01,MACA,MOTOR_ACCIDENT,district,2018,2018,3109,Summons / Appearance,74,47,0,0,1,1.0,1,,UNKNOWN,LOW,LOW,0,9.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2024/004994,Gujarat,Kochi,GUJARA_DC_01,BA,BAIL_GENERAL,district,2024,2024,631,Final Arguments / Judgment,33,16,0,0,0,0.17,3,,UNKNOWN,LOW,LOW,0,2.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/CRL_A/2020/004995,Kerala,Kolkata,KERALA_DC_01,CRL_A,CRIMINAL_APPEAL,district,2020,2020,2137,Summons / Appearance,64,11,0,0,0,0.67,8,,UNKNOWN,LOW,LOW,0,4.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/CS/2022/004996,Andhra Pradesh,Kochi,ANDHRA_DC_01,CS,CPC_GENERAL,district,2022,2022,1651,Pleadings / Issues,123,43,0,0,0,1.0,3,,UNKNOWN,LOW,LOW,0,9.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2023/004997,Tamil Nadu,Vijayawada,TAMIL__DC_02,CRL_A,CRIMINAL_APPEAL,district,2023,2022,1269,Final Arguments / Judgment,66,28,0,0,0,0.99,3,,UNKNOWN,LOW,LOW,0,8.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/WP_C/2023/004998,Maharashtra,Vijayawada,MAHARA_DC_05,WP_C,WRIT_GENERAL,district,2023,2022,1024,Evidence / Argument,196,195,3,3,0,0.94,6,,WITNESS_DELAY,MEDIUM,LOW,1,37.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2023/004999,Tamil Nadu,Guntur,TAMIL__DC_02,BA,BAIL_GENERAL,district,2023,2022,1309,Filing / Registration,13,8,0,0,1,1.0,3,,UNKNOWN,LOW,LOW,0,6.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/BA/2019/005000,Kerala,Guntur,KERALA_DC_04,BA,BAIL_GENERAL,district,2019,2018,2503,Pleadings / Issues,113,33,0,0,0,1.43,4,,UNKNOWN,LOW,LOW,0,11.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2020/005001,Madhya Pradesh,Vijayawada,MADHYA_DC_04,CS,CPC_GENERAL,district,2020,2020,2265,Filing / Registration,16,20,0,0,0,1.07,2,,UNKNOWN,LOW,LOW,0,8.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/CRL_A/2022/005002,Kerala,Lucknow,KERALA_DC_03,CRL_A,CRIMINAL_APPEAL,district,2022,2022,1403,Pleadings / Issues,107,39,0,0,0,0.94,4,,UNKNOWN,LOW,LOW,0,8.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/BA/2023/005003,Maharashtra,Varanasi,MAHARA_DC_05,BA,BAIL_GENERAL,district,2023,2022,1103,Evidence / Argument,144,43,0,0,0,1.05,8,,UNKNOWN,LOW,LOW,0,9.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2021/005004,Haryana,Delhi,HARYAN_DC_03,CS,CPC_GENERAL,district,2021,2020,1824,Pleadings / Issues,126,8,0,0,0,1.19,3,,UNKNOWN,LOW,LOW,0,7.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2023/005005,Haryana,Lucknow,HARYAN_DC_03,CRL_A,CRIMINAL_APPEAL,district,2023,2022,1049,Filing / Registration,13,27,0,0,1,1.0,2,,UNKNOWN,LOW,LOW,0,8.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/BA/2021/005006,Andhra Pradesh,Kochi,ANDHRA_DC_04,BA,BAIL_GENERAL,district,2021,2020,1956,Evidence / Argument,383,200,0,0,2,1.44,2,,JUDGE_CHANGE,MEDIUM,LOW,1,35.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2022/005007,Odisha,Delhi,ODISHA_DC_02,WP_C,WRIT_GENERAL,district,2022,2022,1576,Summons / Appearance,114,19,0,0,1,0.73,2,,UNKNOWN,LOW,LOW,0,6.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/CS/2020/005008,Uttar Pradesh,Lucknow,UTTAR__DC_02,CS,CPC_GENERAL,district,2020,2020,2413,Pleadings / Issues,25,0,0,0,0,0.15,4,,UNKNOWN,LOW,LOW,0,0.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
